question,label,answer
how often to water soybean,IRRIGATION_GUIDE,irrigation_guide
wheat ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
which hybrid seeds are good for onion,SEED_GUIDE,seed_guide
will it rain today in pune,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
soybean कस सठवव,STORAGE_GUIDE,storage_guide
is drip irrigation good for banana,IRRIGATION_GUIDE,irrigation_guide
how much npk for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
which fertilizer is best for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in pune,WEATHER_QUERY,weather_query
best nutrients for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
maize me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
pulses ल leaf spot झल तर कय करव,CROP_DISEASE,crop_disease
how to improve soil health,SOIL_HEALTH,soil_health
tomato ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
which fertilizer is best for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store soybean,STORAGE_GUIDE,storage_guide
grapes me leaf spot ka ilaj kya hai,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
how often to water tomato,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
symptoms of blight in potato,CROP_DISEASE,crop_disease
grapes सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
will it rain today in nashik,WEATHER_QUERY,weather_query
storage method for pulses,STORAGE_GUIDE,storage_guide
best nutrients for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
banana सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
humidity level today,WEATHER_QUERY,weather_query
how to improve soil health,SOIL_HEALTH,soil_health
onion सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
is drip irrigation good for rice,IRRIGATION_GUIDE,irrigation_guide
maize कस सठवव,STORAGE_GUIDE,storage_guide
symptoms of fungal infection in onion,CROP_DISEASE,crop_disease
how to store groundnut,STORAGE_GUIDE,storage_guide
banana ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in nagpur,WEATHER_QUERY,weather_query
potato सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
groundnut me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
which hybrid seeds are good for soybean,SEED_GUIDE,seed_guide
which fertilizer is best for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
maize ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
grapes ल fungal infection झल तर कय करव,CROP_DISEASE,crop_disease
humidity level today,WEATHER_QUERY,weather_query
groundnut me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
rice ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
symptoms of blast in banana,CROP_DISEASE,crop_disease
how to store cotton,STORAGE_GUIDE,storage_guide
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
rice me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to protect maize from leaf spot,CROP_DISEASE,crop_disease
grapes ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
wheat me blast ka ilaj kya hai,CROP_DISEASE,crop_disease
how to protect groundnut from leaf spot,CROP_DISEASE,crop_disease
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
which hybrid seeds are good for sunflower,SEED_GUIDE,seed_guide
how to store sunflower,STORAGE_GUIDE,storage_guide
storage method for sugarcane,STORAGE_GUIDE,storage_guide
grapes me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
which fertilizer is best for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect onion from blight,CROP_DISEASE,crop_disease
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to avoid insects while storing rice,STORAGE_GUIDE,storage_guide
humidity level today,WEATHER_QUERY,weather_query
onion me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
kal barsaat hogi kya,WEATHER_QUERY,weather_query
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
how much npk for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for cotton,IRRIGATION_GUIDE,irrigation_guide
wheat ल rust झल तर कय करव,CROP_DISEASE,crop_disease
which hybrid seeds are good for potato,SEED_GUIDE,seed_guide
potato ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
symptoms of aphids in rice,CROP_DISEASE,crop_disease
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
how much npk for grapes,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
potato ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water onion,IRRIGATION_GUIDE,irrigation_guide
high yield variety of soybean,SEED_GUIDE,seed_guide
which fertilizer is best for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
wheat ल leaf spot झल तर कय करव,CROP_DISEASE,crop_disease
wheat कस सठवव,STORAGE_GUIDE,storage_guide
is drip irrigation good for onion,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate rice,IRRIGATION_GUIDE,irrigation_guide
how to store millet,STORAGE_GUIDE,storage_guide
when should i irrigate millet,IRRIGATION_GUIDE,irrigation_guide
sugarcane ko kaise store kare,STORAGE_GUIDE,storage_guide
sugarcane me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
rice सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
groundnut ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for millet,SEED_GUIDE,seed_guide
how to avoid insects while storing banana,STORAGE_GUIDE,storage_guide
storage method for maize,STORAGE_GUIDE,storage_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
best compost for healthy soil,SOIL_HEALTH,soil_health
what is todays weather,WEATHER_QUERY,weather_query
cotton सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to improve soil health,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
soybean ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
groundnut ल fungal infection झल तर कय करव,CROP_DISEASE,crop_disease
symptoms of bollworm in millet,CROP_DISEASE,crop_disease
is drip irrigation good for onion,IRRIGATION_GUIDE,irrigation_guide
how to store millet,STORAGE_GUIDE,storage_guide
best seed variety for banana,SEED_GUIDE,seed_guide
onion disease blast treatment,CROP_DISEASE,crop_disease
tomato ko kaise store kare,STORAGE_GUIDE,storage_guide
sugarcane me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
how to store groundnut,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for cotton,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
symptoms of bollworm in banana,CROP_DISEASE,crop_disease
is drip irrigation good for tomato,IRRIGATION_GUIDE,irrigation_guide
high yield variety of wheat,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to avoid insects while storing millet,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for grapes,SEED_GUIDE,seed_guide
sunflower ke liye beej kaunsa le,SEED_GUIDE,seed_guide
best nutrients for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
soybean me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how to protect grapes from blast,CROP_DISEASE,crop_disease
how to protect rice from whitefly,CROP_DISEASE,crop_disease
storage method for rice,STORAGE_GUIDE,storage_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
grapes सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water groundnut,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
grapes ke liye beej kaunsa le,SEED_GUIDE,seed_guide
cotton ko kaise store kare,STORAGE_GUIDE,storage_guide
when should i irrigate sunflower,IRRIGATION_GUIDE,irrigation_guide
potato ko kaise store kare,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for grapes,SEED_GUIDE,seed_guide
which hybrid seeds are good for potato,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
wheat ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate potato,IRRIGATION_GUIDE,irrigation_guide
sunflower me fungal infection ka ilaj kya hai,CROP_DISEASE,crop_disease
banana सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of leaf spot in sunflower,CROP_DISEASE,crop_disease
how much npk for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to avoid insects while storing soybean,STORAGE_GUIDE,storage_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
onion ke liye beej kaunsa le,SEED_GUIDE,seed_guide
which hybrid seeds are good for onion,SEED_GUIDE,seed_guide
high yield variety of sunflower,SEED_GUIDE,seed_guide
grapes सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
rice ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store maize,STORAGE_GUIDE,storage_guide
maize ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
best nutrients for maize,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to protect pulses from aphids,CROP_DISEASE,crop_disease
how much npk for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to reduce soil acidity,SOIL_HEALTH,soil_health
which hybrid seeds are good for rice,SEED_GUIDE,seed_guide
best nutrients for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
sugarcane me bollworm ka ilaj kya hai,CROP_DISEASE,crop_disease
maize ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
maize ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
which hybrid seeds are good for sugarcane,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
maize ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to store pulses,STORAGE_GUIDE,storage_guide
is drip irrigation good for maize,IRRIGATION_GUIDE,irrigation_guide
cotton ko kaise store kare,STORAGE_GUIDE,storage_guide
how often to water rice,IRRIGATION_GUIDE,irrigation_guide
grapes ल leaf spot झल तर कय करव,CROP_DISEASE,crop_disease
best seed variety for millet,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
how to improve soil health,SOIL_HEALTH,soil_health
millet सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for onion,IRRIGATION_GUIDE,irrigation_guide
banana कस सठवव,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
kal barsaat hogi kya,WEATHER_QUERY,weather_query
sugarcane ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
best nutrients for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
will it rain today in hyderabad,WEATHER_QUERY,weather_query
will it rain today in nashik,WEATHER_QUERY,weather_query
wheat कस सठवव,STORAGE_GUIDE,storage_guide
pulses ko kaise store kare,STORAGE_GUIDE,storage_guide
how often to water tomato,IRRIGATION_GUIDE,irrigation_guide
which fertilizer is best for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
how often to water potato,IRRIGATION_GUIDE,irrigation_guide
best nutrients for rice,FERTILIZER_SUGGESTION,fertilizer_suggestion
potato me fungal infection ka ilaj kya hai,CROP_DISEASE,crop_disease
when should i irrigate sugarcane,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
is drip irrigation good for pulses,IRRIGATION_GUIDE,irrigation_guide
soybean ko kaise store kare,STORAGE_GUIDE,storage_guide
humidity level today,WEATHER_QUERY,weather_query
wheat ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
high yield variety of soybean,SEED_GUIDE,seed_guide
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
which fertilizer is best for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
sunflower me root rot ka ilaj kya hai,CROP_DISEASE,crop_disease
best seed variety for cotton,SEED_GUIDE,seed_guide
humidity level today,WEATHER_QUERY,weather_query
will it rain today in nashik,WEATHER_QUERY,weather_query
sugarcane कस सठवव,STORAGE_GUIDE,storage_guide
symptoms of fungal infection in cotton,CROP_DISEASE,crop_disease
how to protect sugarcane from blast,CROP_DISEASE,crop_disease
grapes me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
wheat सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
sunflower ke liye beej kaunsa le,SEED_GUIDE,seed_guide
rice सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate potato,IRRIGATION_GUIDE,irrigation_guide
symptoms of leaf spot in soybean,CROP_DISEASE,crop_disease
best compost for healthy soil,SOIL_HEALTH,soil_health
symptoms of aphids in onion,CROP_DISEASE,crop_disease
pulses disease aphids treatment,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
how to store maize,STORAGE_GUIDE,storage_guide
cotton ko kaise store kare,STORAGE_GUIDE,storage_guide
how to improve soil health,SOIL_HEALTH,soil_health
wheat ke liye beej kaunsa le,SEED_GUIDE,seed_guide
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
how to reduce soil acidity,SOIL_HEALTH,soil_health
humidity level today,WEATHER_QUERY,weather_query
is drip irrigation good for banana,IRRIGATION_GUIDE,irrigation_guide
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
kal barsaat hogi kya,WEATHER_QUERY,weather_query
storage method for banana,STORAGE_GUIDE,storage_guide
is drip irrigation good for sugarcane,IRRIGATION_GUIDE,irrigation_guide
which fertilizer is best for pulses,FERTILIZER_SUGGESTION,fertilizer_suggestion
high yield variety of sugarcane,SEED_GUIDE,seed_guide
how much npk for wheat,FERTILIZER_SUGGESTION,fertilizer_suggestion
what is todays weather,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
pulses ko kaise store kare,STORAGE_GUIDE,storage_guide
grapes सठ कणत खत वपरव,FERTILIZER_SUGGESTION,fertilizer_suggestion
symptoms of rust in cotton,CROP_DISEASE,crop_disease
sugarcane me rust ka ilaj kya hai,CROP_DISEASE,crop_disease
which fertilizer is best for sunflower,FERTILIZER_SUGGESTION,fertilizer_suggestion
which fertilizer is best for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to avoid insects while storing sunflower,STORAGE_GUIDE,storage_guide
how much npk for onion,FERTILIZER_SUGGESTION,fertilizer_suggestion
आज पऊस यईल क,WEATHER_QUERY,weather_query
high yield variety of tomato,SEED_GUIDE,seed_guide
how much npk for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for groundnut,SEED_GUIDE,seed_guide
is drip irrigation good for tomato,IRRIGATION_GUIDE,irrigation_guide
high yield variety of rice,SEED_GUIDE,seed_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
cotton me fungal infection ka ilaj kya hai,CROP_DISEASE,crop_disease
how much npk for sugarcane,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for banana,IRRIGATION_GUIDE,irrigation_guide
humidity level today,WEATHER_QUERY,weather_query
storage method for pulses,STORAGE_GUIDE,storage_guide
when should i irrigate cotton,IRRIGATION_GUIDE,irrigation_guide
storage method for maize,STORAGE_GUIDE,storage_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
groundnut कस सठवव,STORAGE_GUIDE,storage_guide
storage method for cotton,STORAGE_GUIDE,storage_guide
how to protect tomato from blast,CROP_DISEASE,crop_disease
which hybrid seeds are good for grapes,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
groundnut ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
how to store maize,STORAGE_GUIDE,storage_guide
storage method for soybean,STORAGE_GUIDE,storage_guide
millet ko kaise store kare,STORAGE_GUIDE,storage_guide
which hybrid seeds are good for tomato,SEED_GUIDE,seed_guide
symptoms of root rot in maize,CROP_DISEASE,crop_disease
humidity level today,WEATHER_QUERY,weather_query
how to avoid insects while storing maize,STORAGE_GUIDE,storage_guide
which fertilizer is best for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
is drip irrigation good for sunflower,IRRIGATION_GUIDE,irrigation_guide
best nutrients for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
how to reduce soil acidity,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
high yield variety of soybean,SEED_GUIDE,seed_guide
how to avoid insects while storing banana,STORAGE_GUIDE,storage_guide
kal barsaat hogi kya,WEATHER_QUERY,weather_query
potato कस सठवव,STORAGE_GUIDE,storage_guide
how to store sugarcane,STORAGE_GUIDE,storage_guide
what is todays weather,WEATHER_QUERY,weather_query
how often to water soybean,IRRIGATION_GUIDE,irrigation_guide
how much npk for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
how often to water soybean,IRRIGATION_GUIDE,irrigation_guide
sunflower me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
symptoms of blast in soybean,CROP_DISEASE,crop_disease
is drip irrigation good for groundnut,IRRIGATION_GUIDE,irrigation_guide
which hybrid seeds are good for tomato,SEED_GUIDE,seed_guide
how often to water groundnut,IRRIGATION_GUIDE,irrigation_guide
storage method for pulses,STORAGE_GUIDE,storage_guide
when should i irrigate groundnut,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
wheat me blast ka ilaj kya hai,CROP_DISEASE,crop_disease
groundnut कस सठवव,STORAGE_GUIDE,storage_guide
maize ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
आज पऊस यईल क,WEATHER_QUERY,weather_query
tomato सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to avoid insects while storing groundnut,STORAGE_GUIDE,storage_guide
high yield variety of banana,SEED_GUIDE,seed_guide
soybean ko kaise store kare,STORAGE_GUIDE,storage_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
sugarcane सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
how to improve soil health,SOIL_HEALTH,soil_health
which hybrid seeds are good for groundnut,SEED_GUIDE,seed_guide
onion disease aphids treatment,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
is drip irrigation good for tomato,IRRIGATION_GUIDE,irrigation_guide
cotton सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
what is todays weather,WEATHER_QUERY,weather_query
how much npk for tomato,FERTILIZER_SUGGESTION,fertilizer_suggestion
humidity level today,WEATHER_QUERY,weather_query
sunflower कस सठवव,STORAGE_GUIDE,storage_guide
best seed variety for wheat,SEED_GUIDE,seed_guide
potato me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to avoid insects while storing cotton,STORAGE_GUIDE,storage_guide
millet ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
sunflower कस सठवव,STORAGE_GUIDE,storage_guide
grapes कस सठवव,STORAGE_GUIDE,storage_guide
storage method for millet,STORAGE_GUIDE,storage_guide
is drip irrigation good for sunflower,IRRIGATION_GUIDE,irrigation_guide
how much npk for millet,FERTILIZER_SUGGESTION,fertilizer_suggestion
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
kal barsaat hogi kya,WEATHER_QUERY,weather_query
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
kal barsaat hogi kya,WEATHER_QUERY,weather_query
sugarcane me whitefly ka ilaj kya hai,CROP_DISEASE,crop_disease
best nutrients for banana,FERTILIZER_SUGGESTION,fertilizer_suggestion
kal barsaat hogi kya,WEATHER_QUERY,weather_query
how to avoid insects while storing sunflower,STORAGE_GUIDE,storage_guide
symptoms of bollworm in wheat,CROP_DISEASE,crop_disease
wheat कस सठवव,STORAGE_GUIDE,storage_guide
grapes कस सठवव,STORAGE_GUIDE,storage_guide
banana me aphids ka ilaj kya hai,CROP_DISEASE,crop_disease
grapes ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
which fertilizer is best for potato,FERTILIZER_SUGGESTION,fertilizer_suggestion
which hybrid seeds are good for tomato,SEED_GUIDE,seed_guide
symptoms of leaf spot in millet,CROP_DISEASE,crop_disease
tomato ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
grapes me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
best nutrients for cotton,FERTILIZER_SUGGESTION,fertilizer_suggestion
storage method for rice,STORAGE_GUIDE,storage_guide
will it rain today in nagpur,WEATHER_QUERY,weather_query
best seed variety for maize,SEED_GUIDE,seed_guide
rice ke liye beej kaunsa le,SEED_GUIDE,seed_guide
onion ल whitefly झल तर कय करव,CROP_DISEASE,crop_disease
kal barsaat hogi kya,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
symptoms of whitefly in banana,CROP_DISEASE,crop_disease
groundnut ल rust झल तर कय करव,CROP_DISEASE,crop_disease
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
when should i irrigate grapes,IRRIGATION_GUIDE,irrigation_guide
storage method for soybean,STORAGE_GUIDE,storage_guide
banana कस सठवव,STORAGE_GUIDE,storage_guide
is drip irrigation good for tomato,IRRIGATION_GUIDE,irrigation_guide
how to improve soil health,SOIL_HEALTH,soil_health
pulses ल blight झल तर कय करव,CROP_DISEASE,crop_disease
millet ke liye beej kaunsa le,SEED_GUIDE,seed_guide
onion ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
when should i irrigate banana,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
which hybrid seeds are good for soybean,SEED_GUIDE,seed_guide
potato me aphids ka ilaj kya hai,CROP_DISEASE,crop_disease
best seed variety for tomato,SEED_GUIDE,seed_guide
which fertilizer is best for cotton,FERTILIZER_SUGGESTION,fertilizer_suggestion
cotton ke liye beej kaunsa le,SEED_GUIDE,seed_guide
wheat me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
storage method for groundnut,STORAGE_GUIDE,storage_guide
is drip irrigation good for sunflower,IRRIGATION_GUIDE,irrigation_guide
how to store pulses,STORAGE_GUIDE,storage_guide
maize disease bollworm treatment,CROP_DISEASE,crop_disease
what is todays weather,WEATHER_QUERY,weather_query
groundnut सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
आज पऊस यईल क,WEATHER_QUERY,weather_query
what is todays weather,WEATHER_QUERY,weather_query
is drip irrigation good for soybean,IRRIGATION_GUIDE,irrigation_guide
how often to water wheat,IRRIGATION_GUIDE,irrigation_guide
when should i irrigate cotton,IRRIGATION_GUIDE,irrigation_guide
best seed variety for grapes,SEED_GUIDE,seed_guide
which hybrid seeds are good for sunflower,SEED_GUIDE,seed_guide
मतच सपकत कश वढवव,SOIL_HEALTH,soil_health
cotton me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
how to reduce soil acidity,SOIL_HEALTH,soil_health
how much npk for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
best compost for healthy soil,SOIL_HEALTH,soil_health
best compost for healthy soil,SOIL_HEALTH,soil_health
storage method for maize,STORAGE_GUIDE,storage_guide
pulses ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
storage method for banana,STORAGE_GUIDE,storage_guide
how to avoid insects while storing pulses,STORAGE_GUIDE,storage_guide
tomato ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
potato ल पण कध दयव,IRRIGATION_GUIDE,irrigation_guide
will it rain today in nashik,WEATHER_QUERY,weather_query
how to store groundnut,STORAGE_GUIDE,storage_guide
tomato सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
best compost for healthy soil,SOIL_HEALTH,soil_health
what is todays weather,WEATHER_QUERY,weather_query
high yield variety of rice,SEED_GUIDE,seed_guide
how to store sugarcane,STORAGE_GUIDE,storage_guide
will it rain today in nashik,WEATHER_QUERY,weather_query
tomato ke liye kaunsa fertilizer sahi hai,FERTILIZER_SUGGESTION,fertilizer_suggestion
mitti ki upj kaise badhaye,SOIL_HEALTH,soil_health
kal barsaat hogi kya,WEATHER_QUERY,weather_query
is drip irrigation good for soybean,IRRIGATION_GUIDE,irrigation_guide
pulses कस सठवव,STORAGE_GUIDE,storage_guide
how to avoid insects while storing tomato,STORAGE_GUIDE,storage_guide
sugarcane me paani kab dena chahiye,IRRIGATION_GUIDE,irrigation_guide
best nutrients for groundnut,FERTILIZER_SUGGESTION,fertilizer_suggestion
onion disease blight treatment,CROP_DISEASE,crop_disease
maize ल whitefly झल तर कय करव,CROP_DISEASE,crop_disease
आज पऊस यईल क,WEATHER_QUERY,weather_query
will it rain today in lucknow,WEATHER_QUERY,weather_query
tomato सठ सरवततम बयण कणत,SEED_GUIDE,seed_guide
what is todays weather,WEATHER_QUERY,weather_query
humidity level today,WEATHER_QUERY,weather_query
best nutrients for soybean,FERTILIZER_SUGGESTION,fertilizer_suggestion
best seed variety for soybean,SEED_GUIDE,seed_guide
best seed variety for potato,SEED_GUIDE,seed_guide
millet disease bollworm treatment,CROP_DISEASE,crop_disease
which hybrid seeds are good for onion,SEED_GUIDE,seed_guide
